CustomerID,Age,Gender,City,Education,IncomeBracket,AnnualSpend,MembershipTier,TenureMonths,TotalOrders
C1358,33,Male,Delhi,Master's,50k-100k,31399.82,Silver,22,10
C1359,52,Female,Delhi,PhD,25k-50k,5038.02,Silver,55,4
C1360,30,Female,Delhi,Master's,25k-50k,9781.29,Gold,11,4
C1361,26,Female,Kolkata,Bachelor's,100k-200k,28862.93,Silver,23,5
C1362,42,Female,Kolkata,High School,50k-100k,17878.22,Basic,33,6
C1363,31,Female,Delhi,High School,50k-100k,22356.44,Basic,40,5
C1364,49,Male,Delhi,High School,50k-100k,15007.57,Silver,11,4
C1365,32,Female,Kolkata,High School,25k-50k,8608.61,Silver,20,1
C1366,23,Other,Hyderabad,High School,100k-200k,31234.01,Silver,22,11
C1367,25,Male,Mumbai,Bachelor's,50k-100k,19848.78,Platinum,15,4
C1368,41,Male,Delhi,Bachelor's,50k-100k,20451.38,Basic,10,2
C1369,32,Male,Hyderabad,Bachelor's,50k-100k,24058.07,Basic,18,6
C1370,37,Male,Delhi,High School,25k-50k,12311.94,Basic,2,4
C1371,22,Male,Kolkata,Bachelor's,50k-100k,16653.85,Silver,44,1
C1372,52,Male,Delhi,Master's,100k-200k,26053.44,Silver,33,10
C1373,19,Male,Kolkata,Bachelor's,<25k,2703.18,Gold,3,2
C1374,33,Male,Bangalore,PhD,200k+,30194.99,Gold,20,10
C1375,28,Male,Delhi,High School,25k-50k,9141.1,Platinum,28,1
C1376,54,Female,Mumbai,Bachelor's,25k-50k,6637.1,Basic,55,2
C1377,26,Female,Delhi,High School,50k-100k,28773.46,Basic,23,3
C1378,18,Female,Mumbai,Master's,200k+,40065.22,Basic,16,13
C1379,41,Male,Delhi,Bachelor's,25k-50k,7367.86,Gold,31,1
C1380,36,Female,Delhi,Bachelor's,<25k,5294.38,Basic,56,2
C1381,48,Male,Hyderabad,High School,100k-200k,30329.96,Gold,9,8
C1382,22,Male,Pune,Bachelor's,100k-200k,30628.97,Silver,56,8
C1383,42,Male,Mumbai,Bachelor's,25k-50k,7388.26,Silver,20,1
C1384,41,Other,Hyderabad,High School,50k-100k,23464.28,Basic,17,6
C1385,26,Male,Delhi,Bachelor's,25k-50k,6850.37,Gold,26,1
C1386,36,Male,Pune,Bachelor's,100k-200k,38036.96,Silver,14,9
C1387,22,Male,Kolkata,Bachelor's,25k-50k,8770.22,Basic,24,1
C1388,33,Female,Mumbai,Master's,50k-100k,20374.58,Silver,10,7
C1389,39,Female,Mumbai,Bachelor's,50k-100k,25099.01,Platinum,1,4
C1390,34,Female,Delhi,Master's,50k-100k,18296.0,Platinum,59,5
C1391,51,Female,Delhi,Bachelor's,100k-200k,35260.89,Basic,54,9
C1392,35,Male,Bangalore,PhD,100k-200k,31536.88,Basic,38,10
C1393,24,Female,Kolkata,Master's,100k-200k,25227.45,Gold,28,9
C1394,32,Male,Bangalore,Bachelor's,25k-50k,9328.02,Gold,58,1
C1395,37,Male,Pune,High School,<25k,3239.38,Gold,34,3
C1396,20,Female,Ahmedabad,Master's,25k-50k,8616.26,Basic,26,1
C1397,50,Female,Delhi,High School,25k-50k,11656.81,Basic,56,3
C1398,36,Female,Chennai,Bachelor's,25k-50k,2709.3,Basic,15,2
C1399,38,Female,Pune,Bachelor's,50k-100k,15161.32,Silver,3,8
C1400,42,Female,Hyderabad,Bachelor's,25k-50k,9974.47,Basic,58,1
C1401,28,Female,Mumbai,Bachelor's,25k-50k,7649.39,Basic,20,1
C1402,20,Female,Mumbai,High School,100k-200k,40516.91,Silver,25,6
C1403,38,Female,Ahmedabad,Master's,25k-50k,7783.65,Gold,49,1
C1404,42,Female,Kolkata,PhD,100k-200k,57947.25,Platinum,41,10
C1405,46,Other,Hyderabad,High School,50k-100k,28227.19,Gold,26,4
C1406,36,Male,Chennai,Bachelor's,50k-100k,17312.44,Silver,57,5
C1407,26,Female,Bangalore,High School,100k-200k,31191.9,Silver,38,7
C1408,18,Female,Delhi,Master's,50k-100k,18708.57,Basic,38,4
C1409,28,Female,Bangalore,High School,25k-50k,10118.07,Platinum,18,2
C1410,42,Male,Hyderabad,Bachelor's,50k-100k,15673.32,Silver,34,5
C1411,24,Male,Delhi,Bachelor's,50k-100k,27727.65,Basic,42,9
C1412,28,Male,Bangalore,Master's,100k-200k,21742.43,Silver,4,5
C1413,42,Male,Delhi,PhD,25k-50k,6423.82,Silver,59,4
C1414,37,Male,Delhi,Bachelor's,50k-100k,20877.73,Silver,24,2
C1415,18,Male,Mumbai,Bachelor's,200k+,27651.34,Silver,59,11
C1416,31,Male,Bangalore,Bachelor's,<25k,3590.47,Basic,9,1
C1417,23,Female,Bangalore,High School,50k-100k,13554.38,Gold,42,3
C1418,18,Male,Kolkata,PhD,<25k,2403.01,Basic,54,1
C1419,19,Male,Delhi,Bachelor's,50k-100k,22316.31,Basic,37,8
C1420,27,Male,Pune,Bachelor's,25k-50k,11412.59,Gold,22,3
C1421,36,Male,Mumbai,High School,50k-100k,19243.37,Silver,29,2
C1422,28,Male,Pune,Bachelor's,50k-100k,26259.88,Gold,26,9
C1423,47,Male,Mumbai,Master's,100k-200k,17907.47,Gold,57,6
C1424,27,Male,Kolkata,Bachelor's,100k-200k,40402.97,Silver,25,11
C1425,29,Female,Delhi,Bachelor's,50k-100k,12675.29,Basic,11,2
C1426,31,Female,Delhi,Bachelor's,50k-100k,18071.76,Basic,8,6
C1427,32,Female,Ahmedabad,Bachelor's,100k-200k,30486.99,Gold,33,5
C1428,30,Female,Chennai,High School,50k-100k,14538.72,Basic,30,2
C1429,18,Male,Bangalore,Bachelor's,200k+,53726.03,Basic,34,18
C1430,29,Female,Chennai,High School,25k-50k,7469.15,Silver,27,1
C1431,21,Male,Delhi,Bachelor's,25k-50k,6223.25,Silver,43,1
C1432,18,Male,Mumbai,Master's,50k-100k,19767.27,Silver,13,3
C1433,46,Female,Kolkata,Master's,200k+,64630.55,Gold,35,19
C1434,36,Female,Chennai,High School,<25k,2575.07,Gold,32,1
C1435,49,Male,Kolkata,Bachelor's,25k-50k,4211.39,Basic,31,1
C1436,44,Female,Hyderabad,Master's,25k-50k,9687.54,Basic,10,1
C1437,40,Female,Delhi,Master's,200k+,50797.05,Silver,24,11
C1438,49,Male,Mumbai,Master's,100k-200k,33600.42,Platinum,10,13
C1439,32,Other,Delhi,Master's,50k-100k,20694.19,Basic,51,5
C1440,46,Male,Kolkata,Master's,100k-200k,33507.88,Silver,54,2
C1441,31,Male,Mumbai,Master's,25k-50k,10690.2,Silver,6,2
C1442,44,Female,Hyderabad,Master's,50k-100k,14941.77,Basic,42,2
C1443,45,Other,Mumbai,Master's,25k-50k,6924.56,Platinum,44,3
C1444,32,Male,Mumbai,High School,<25k,2848.6,Silver,26,1
C1445,18,Male,Delhi,Master's,25k-50k,8242.3,Platinum,31,2
C1446,33,Male,Mumbai,Bachelor's,100k-200k,53977.5,Basic,19,17
C1447,42,Female,Pune,PhD,<25k,3423.89,Silver,36,1
C1448,38,Female,Hyderabad,PhD,200k+,77236.05,Silver,24,15
C1449,36,Female,Mumbai,Bachelor's,100k-200k,45306.83,Basic,12,12
C1450,28,Female,Delhi,Bachelor's,50k-100k,17926.84,Silver,27,3
C1451,18,Male,Pune,Master's,200k+,66526.75,Basic,47,17
C1452,38,Female,Mumbai,Bachelor's,50k-100k,13178.65,Basic,39,5
C1453,34,Male,Delhi,Master's,100k-200k,33404.86,Basic,3,6
C1454,35,Female,Bangalore,Bachelor's,<25k,2706.12,Basic,5,1
C1455,43,Male,Bangalore,Bachelor's,50k-100k,18401.3,Gold,21,9
C1456,50,Male,Bangalore,Master's,100k-200k,29542.33,Gold,44,8
C1457,43,Female,Kolkata,Bachelor's,50k-100k,13466.4,Silver,28,4
C1458,26,Female,Delhi,Bachelor's,50k-100k,22674.71,Gold,52,4
C1459,40,Female,Pune,High School,50k-100k,20599.16,Silver,25,6
C1460,35,Male,Kolkata,High School,50k-100k,19720.32,Silver,10,4
C1461,56,Male,Delhi,High School,50k-100k,17135.26,Basic,30,4
C1462,46,Male,Hyderabad,Bachelor's,50k-100k,21421.38,Silver,8,6
C1463,18,Female,Chennai,Bachelor's,25k-50k,7427.16,Silver,49,1
C1464,20,Female,Mumbai,Bachelor's,25k-50k,4664.8,Basic,19,1
C1465,30,Male,Bangalore,Master's,50k-100k,16917.38,Basic,24,4
C1466,18,Male,Chennai,Master's,25k-50k,7611.22,Silver,30,1
C1467,37,Male,Delhi,Master's,100k-200k,41201.88,Gold,34,11
C1468,26,Male,Delhi,Bachelor's,50k-100k,13851.96,Basic,17,4
C1469,35,Female,Mumbai,Bachelor's,25k-50k,7836.48,Silver,8,3
C1470,39,Male,Delhi,Bachelor's,100k-200k,42220.11,Platinum,31,11
C1471,37,Female,Bangalore,High School,50k-100k,13421.41,Silver,11,3
C1472,40,Male,Hyderabad,Bachelor's,50k-100k,17736.79,Silver,20,2
C1473,27,Female,Delhi,Bachelor's,200k+,88610.48,Silver,4,21
C1474,44,Male,Kolkata,High School,100k-200k,27766.19,Basic,9,3
C1475,30,Female,Delhi,Master's,25k-50k,10428.19,Basic,5,3
C1476,30,Female,Bangalore,High School,100k-200k,26314.43,Basic,6,6
C1477,35,Female,Delhi,Bachelor's,25k-50k,5591.41,Silver,47,1
C1478,45,Male,Chennai,Master's,25k-50k,8694.06,Silver,19,4
C1479,47,Male,Mumbai,Bachelor's,200k+,60905.19,Basic,44,13
C1480,25,Female,Mumbai,High School,100k-200k,36175.58,Basic,56,5
C1481,18,Female,Ahmedabad,PhD,25k-50k,13583.13,Silver,18,1
C1482,19,Male,Mumbai,Master's,50k-100k,14827.49,Gold,59,2
C1483,56,Female,Mumbai,Master's,200k+,64837.29,Gold,20,17
C1484,45,Male,Bangalore,Bachelor's,100k-200k,30127.01,Platinum,38,8
C1485,27,Male,Delhi,Master's,50k-100k,18514.3,Basic,54,6
C1486,27,Female,Bangalore,Master's,100k-200k,61769.24,Silver,11,14
C1487,35,Male,Chennai,High School,<25k,2842.47,Gold,43,1
C1488,31,Male,Delhi,High School,25k-50k,10571.97,Gold,2,3
C1489,18,Female,Delhi,Bachelor's,50k-100k,17598.37,Silver,10,3
C1490,37,Female,Delhi,High School,25k-50k,6937.92,Basic,45,2
C1491,42,Male,Mumbai,Bachelor's,100k-200k,33505.51,Basic,44,9
C1492,24,Male,Pune,Bachelor's,25k-50k,10314.54,Silver,11,4
C1493,31,Female,Mumbai,Master's,50k-100k,18124.44,Basic,45,3
C1494,30,Female,Mumbai,Bachelor's,25k-50k,9578.11,Basic,25,2
C1495,35,Female,Mumbai,Bachelor's,50k-100k,13990.85,Basic,32,1
C1496,47,Female,Ahmedabad,Bachelor's,<25k,4834.81,Silver,6,1
C1497,51,Female,Bangalore,Bachelor's,200k+,38005.79,Silver,9,6
C1498,33,Male,Kolkata,Master's,100k-200k,41640.26,Basic,30,7
C1499,18,Female,Kolkata,PhD,100k-200k,43438.88,Platinum,43,19
C1500,18,Female,Bangalore,High School,25k-50k,7714.29,Basic,20,1
C1501,36,Female,Ahmedabad,Bachelor's,<25k,1316.61,Gold,20,1
C1502,44,Male,Delhi,Bachelor's,50k-100k,22878.56,Silver,33,6
C1503,31,Female,Mumbai,Master's,50k-100k,23964.28,Platinum,43,6
C1504,48,Female,Chennai,Master's,100k-200k,27821.56,Silver,34,9
C1505,43,Male,Pune,High School,100k-200k,28665.9,Gold,19,10
C1506,34,Female,Pune,Bachelor's,25k-50k,8576.12,Gold,55,2
C1507,42,Male,Ahmedabad,High School,<25k,2503.95,Basic,38,1
C1508,48,Female,Mumbai,Bachelor's,100k-200k,38963.46,Gold,18,6
C1509,32,Male,Bangalore,High School,25k-50k,9988.62,Silver,24,1
C1510,41,Male,Mumbai,Bachelor's,25k-50k,4980.95,Gold,15,1
C1511,24,Male,Pune,Bachelor's,50k-100k,13036.9,Platinum,39,1
C1512,37,Female,Hyderabad,Bachelor's,50k-100k,17794.94,Basic,7,11
C1513,28,Female,Mumbai,Bachelor's,50k-100k,17281.7,Platinum,2,4
C1514,35,Male,Delhi,High School,<25k,3834.34,Silver,25,1
C1515,35,Female,Hyderabad,Bachelor's,200k+,32229.87,Platinum,28,7
C1516,25,Female,Bangalore,Bachelor's,50k-100k,19223.76,Basic,56,4
C1517,30,Female,Bangalore,High School,25k-50k,11082.95,Gold,11,2
C1518,23,Male,Hyderabad,Master's,100k-200k,41726.74,Basic,38,7
C1519,18,Female,Bangalore,Master's,<25k,3690.43,Basic,44,1
C1520,31,Male,Mumbai,PhD,100k-200k,40408.52,Platinum,57,8
C1521,31,Female,Bangalore,High School,50k-100k,20241.85,Silver,16,2
C1522,23,Female,Bangalore,Bachelor's,100k-200k,31597.08,Silver,4,8
C1523,18,Female,Ahmedabad,Master's,50k-100k,17873.15,Platinum,19,4
C1524,24,Female,Ahmedabad,Master's,50k-100k,14959.03,Silver,10,7
C1525,36,Male,Pune,Bachelor's,25k-50k,7573.92,Silver,37,1
C1526,22,Female,Bangalore,Master's,50k-100k,11792.63,Silver,28,2
C1527,39,Male,Kolkata,High School,50k-100k,13689.03,Basic,22,2
C1528,48,Other,Bangalore,Bachelor's,25k-50k,8027.47,Basic,3,1
C1529,34,Male,Bangalore,Bachelor's,100k-200k,27650.98,Silver,2,9
C1530,20,Male,Hyderabad,Master's,100k-200k,34892.06,Basic,55,9
C1531,62,Female,Ahmedabad,Master's,100k-200k,45016.5,Silver,15,7
C1532,27,Male,Delhi,Bachelor's,<25k,2277.0,Silver,17,2
C1533,47,Male,Delhi,High School,25k-50k,9648.37,Platinum,50,6
C1534,45,Female,Chennai,Bachelor's,50k-100k,16353.56,Silver,54,3
C1535,18,Female,Chennai,High School,50k-100k,14943.74,Silver,38,1
C1536,32,Male,Delhi,Master's,50k-100k,16094.02,Platinum,38,5
C1537,32,Female,Hyderabad,Bachelor's,100k-200k,35126.54,Basic,16,8
C1538,25,Male,Hyderabad,Master's,100k-200k,40365.34,Basic,44,8
C1539,43,Female,Pune,Bachelor's,50k-100k,16490.67,Basic,39,5
C1540,37,Male,Kolkata,Bachelor's,50k-100k,21406.17,Gold,27,6
C1541,21,Female,Delhi,PhD,25k-50k,3587.09,Basic,14,1
C1542,28,Male,Delhi,High School,<25k,3716.17,Silver,16,1
C1543,31,Male,Delhi,Master's,200k+,56832.41,Gold,24,17
C1544,22,Female,Mumbai,High School,25k-50k,10509.11,Platinum,31,4
C1545,45,Male,Hyderabad,Master's,100k-200k,32816.1,Basic,5,7
C1546,32,Male,Chennai,Bachelor's,25k-50k,9208.63,Silver,40,3
C1547,38,Female,Bangalore,Bachelor's,25k-50k,9245.7,Basic,16,3
C1548,50,Female,Mumbai,Bachelor's,100k-200k,38029.19,Basic,13,11
C1549,28,Female,Mumbai,Master's,50k-100k,11937.63,Silver,4,1
C1550,39,Male,Ahmedabad,Bachelor's,<25k,3810.8,Silver,38,1
C1551,37,Female,Bangalore,Master's,100k-200k,28211.3,Basic,41,4
C1552,35,Male,Pune,Bachelor's,50k-100k,14539.11,Basic,48,3
C1553,56,Male,Pune,Bachelor's,100k-200k,33750.14,Gold,2,7
C1554,49,Female,Kolkata,Master's,200k+,56163.35,Basic,43,7
C1555,33,Female,Bangalore,Bachelor's,50k-100k,15919.89,Gold,36,1
C1556,36,Male,Kolkata,PhD,100k-200k,25011.03,Basic,11,7
C1557,30,Male,Hyderabad,PhD,50k-100k,23043.31,Silver,51,2
C1558,51,Male,Mumbai,Bachelor's,100k-200k,33385.54,Basic,16,12
C1559,45,Female,Delhi,High School,50k-100k,21004.2,Silver,48,6
C1560,37,Male,Mumbai,Master's,25k-50k,6238.15,Gold,53,1
C1561,36,Male,Mumbai,High School,25k-50k,8368.63,Gold,57,4
C1562,34,Male,Pune,Bachelor's,50k-100k,16868.28,Gold,3,6
C1563,50,Male,Bangalore,PhD,100k-200k,27667.7,Gold,58,10
C1564,26,Female,Hyderabad,High School,25k-50k,10142.02,Basic,34,4
C1565,28,Female,Mumbai,Master's,50k-100k,12812.89,Basic,31,6
C1566,56,Male,Ahmedabad,Bachelor's,50k-100k,21100.61,Silver,8,3
C1567,32,Female,Bangalore,PhD,25k-50k,8854.85,Basic,10,1
C1568,18,Male,Kolkata,Master's,25k-50k,12209.09,Silver,57,1
C1569,55,Female,Bangalore,Master's,200k+,49525.35,Basic,51,8
C1570,18,Male,Delhi,High School,25k-50k,6498.11,Basic,25,1
C1571,28,Female,Delhi,Master's,100k-200k,21641.72,Silver,30,3
C1572,39,Female,Ahmedabad,Master's,25k-50k,7277.6,Gold,52,2
C1573,37,Male,Bangalore,Master's,100k-200k,28043.53,Basic,53,16
C1574,32,Female,Ahmedabad,Master's,200k+,39773.32,Gold,34,10
C1575,47,Male,Delhi,PhD,200k+,66922.19,Platinum,9,22
C1576,25,Female,Kolkata,High School,50k-100k,21725.94,Basic,27,4
C1577,53,Male,Chennai,Master's,100k-200k,32291.0,Silver,21,11
C1578,40,Female,Kolkata,Bachelor's,25k-50k,7075.61,Silver,20,2
C1579,34,Female,Pune,High School,50k-100k,17209.62,Basic,16,6
C1580,28,Male,Hyderabad,Bachelor's,25k-50k,8552.56,Gold,42,1
C1581,31,Female,Chennai,Bachelor's,100k-200k,33163.95,Basic,37,7
C1582,33,Female,Ahmedabad,Bachelor's,100k-200k,46106.39,Silver,46,13
C1583,27,Male,Kolkata,Master's,50k-100k,14440.47,Gold,25,5
C1584,40,Male,Delhi,Bachelor's,25k-50k,1895.34,Silver,39,2
C1585,41,Male,Mumbai,Bachelor's,25k-50k,8665.88,Basic,53,2
C1586,42,Male,Chennai,Bachelor's,100k-200k,40778.25,Gold,25,9
C1587,52,Male,Delhi,Bachelor's,25k-50k,5207.89,Basic,52,1
C1588,25,Male,Mumbai,Master's,25k-50k,7428.06,Basic,59,1
C1589,41,Male,Bangalore,Bachelor's,25k-50k,7578.84,Basic,10,2
C1590,18,Female,Bangalore,Bachelor's,25k-50k,10600.06,Platinum,17,2
C1591,43,Female,Chennai,Bachelor's,25k-50k,5177.61,Basic,48,3
C1592,29,Male,Mumbai,Bachelor's,50k-100k,23683.29,Basic,27,7
C1593,32,Male,Hyderabad,Bachelor's,200k+,69026.33,Silver,14,15
C1594,32,Male,Bangalore,Master's,25k-50k,6468.4,Platinum,55,2
C1595,30,Male,Delhi,Bachelor's,50k-100k,23757.54,Basic,7,6
C1596,24,Female,Ahmedabad,Bachelor's,<25k,3350.65,Basic,22,1
C1597,46,Female,Delhi,Bachelor's,200k+,64664.63,Silver,11,13
C1598,29,Male,Kolkata,PhD,<25k,1969.27,Platinum,2,1
C1599,25,Female,Ahmedabad,Bachelor's,25k-50k,9766.25,Platinum,26,1
C1600,40,Male,Delhi,Master's,50k-100k,16185.6,Gold,39,7
C1601,38,Male,Kolkata,Bachelor's,25k-50k,4715.05,Gold,22,1
C1602,18,Male,Delhi,Bachelor's,100k-200k,32227.66,Basic,10,9
C1603,31,Female,Bangalore,Master's,100k-200k,29777.97,Basic,47,6
C1604,46,Female,Chennai,Bachelor's,25k-50k,15204.11,Silver,2,2
C1605,39,Male,Mumbai,Bachelor's,50k-100k,8792.0,Silver,20,4
C1606,32,Female,Hyderabad,High School,25k-50k,7312.97,Platinum,43,1
C1607,30,Male,Mumbai,High School,25k-50k,11777.33,Gold,7,4
C1608,27,Male,Mumbai,Bachelor's,25k-50k,5501.57,Gold,9,1
C1609,49,Male,Delhi,Bachelor's,25k-50k,7370.77,Silver,8,1
C1610,23,Male,Pune,Bachelor's,25k-50k,11222.32,Gold,1,6
C1611,39,Female,Hyderabad,Master's,<25k,3673.83,Gold,9,1
C1612,37,Female,Mumbai,Bachelor's,50k-100k,14492.79,Silver,23,4
C1613,40,Female,Chennai,Master's,25k-50k,9741.95,Silver,56,1
C1614,45,Female,Chennai,Bachelor's,50k-100k,22206.6,Silver,8,6
C1615,18,Male,Mumbai,Master's,25k-50k,12365.91,Basic,16,2
C1616,39,Male,Ahmedabad,High School,200k+,22231.35,Basic,11,8
C1617,29,Female,Bangalore,Bachelor's,50k-100k,17503.9,Basic,29,5
C1618,35,Female,Mumbai,Bachelor's,100k-200k,35508.9,Basic,54,12
C1619,37,Female,Hyderabad,High School,100k-200k,31733.98,Basic,7,7
C1620,43,Male,Pune,Master's,200k+,55460.13,Silver,32,19
C1621,24,Male,Pune,High School,50k-100k,18140.59,Gold,54,2
C1622,25,Male,Pune,PhD,50k-100k,16417.07,Platinum,6,1
C1623,29,Female,Bangalore,PhD,50k-100k,24853.88,Gold,47,9
C1624,37,Male,Pune,High School,25k-50k,8252.85,Platinum,36,1
C1625,34,Male,Delhi,High School,25k-50k,7001.44,Gold,45,1
C1626,51,Female,Mumbai,Bachelor's,100k-200k,29583.99,Silver,39,6
C1627,31,Male,Ahmedabad,PhD,100k-200k,36623.48,Silver,42,12
C1628,24,Male,Ahmedabad,Bachelor's,50k-100k,14123.46,Basic,55,4
C1629,34,Female,Mumbai,High School,50k-100k,5677.73,Silver,19,1
C1630,25,Male,Bangalore,Bachelor's,50k-100k,11625.68,Silver,6,4
C1631,41,Male,Pune,Bachelor's,50k-100k,14981.43,Basic,49,3
C1632,34,Male,Ahmedabad,Master's,100k-200k,37324.87,Gold,19,5
C1633,39,Male,Mumbai,High School,25k-50k,12004.78,Silver,19,4
C1634,40,Female,Pune,Bachelor's,100k-200k,47292.15,Basic,8,18
C1635,32,Female,Bangalore,Master's,50k-100k,14789.17,Basic,16,4
C1636,26,Male,Chennai,Master's,50k-100k,11678.67,Basic,35,3
C1637,34,Female,Delhi,PhD,100k-200k,32283.58,Basic,41,9
C1638,36,Male,Pune,Bachelor's,25k-50k,9738.23,Silver,5,1
C1639,18,Male,Mumbai,Bachelor's,25k-50k,9862.18,Gold,50,2
C1640,32,Male,Chennai,Master's,50k-100k,18578.2,Silver,20,3
C1641,24,Male,Chennai,Bachelor's,25k-50k,6967.87,Silver,39,1
C1642,40,Male,Delhi,High School,50k-100k,9052.77,Basic,29,2
C1643,30,Female,Chennai,High School,50k-100k,21304.72,Silver,23,6
C1644,28,Female,Delhi,Bachelor's,100k-200k,41534.26,Basic,52,8
C1645,33,Male,Delhi,Master's,100k-200k,21534.5,Silver,54,6
C1646,38,Female,Bangalore,High School,25k-50k,11266.96,Basic,52,3
C1647,39,Male,Ahmedabad,High School,<25k,3410.06,Basic,46,1
C1648,31,Male,Chennai,PhD,50k-100k,13475.83,Silver,43,5
C1649,44,Female,Bangalore,Bachelor's,50k-100k,22764.01,Basic,56,3
C1650,42,Male,Mumbai,Bachelor's,50k-100k,24733.76,Silver,20,4
C1651,35,Male,Pune,Master's,50k-100k,16565.27,Silver,30,5
C1652,18,Male,Hyderabad,High School,25k-50k,6639.2,Gold,25,1
C1653,50,Female,Ahmedabad,Master's,100k-200k,12285.25,Silver,37,2
C1654,39,Female,Pune,Bachelor's,200k+,68466.18,Basic,19,16
C1655,30,Other,Ahmedabad,Master's,50k-100k,14627.29,Basic,57,3
C1656,33,Male,Bangalore,Bachelor's,25k-50k,8169.92,Basic,15,2
C1657,60,Female,Chennai,High School,50k-100k,14361.45,Silver,50,1
C1658,31,Male,Hyderabad,PhD,50k-100k,24118.63,Basic,29,7
C1659,41,Male,Kolkata,Bachelor's,50k-100k,22856.41,Basic,9,8
C1660,27,Female,Hyderabad,High School,50k-100k,16141.8,Basic,53,8
C1661,18,Male,Bangalore,Bachelor's,25k-50k,7765.9,Basic,30,1
C1662,58,Female,Bangalore,Master's,50k-100k,22121.03,Basic,38,6
C1663,32,Male,Mumbai,Master's,100k-200k,39582.31,Gold,1,5
C1664,28,Male,Kolkata,Master's,50k-100k,25914.75,Gold,2,5
C1665,40,Male,Delhi,Bachelor's,100k-200k,31581.05,Silver,24,7
C1666,25,Male,Ahmedabad,Bachelor's,50k-100k,20395.83,Basic,48,7
C1667,39,Male,Hyderabad,Master's,25k-50k,6532.43,Basic,26,2
C1668,57,Female,Mumbai,High School,25k-50k,7658.52,Gold,46,1
C1669,25,Female,Mumbai,High School,50k-100k,25686.93,Platinum,12,7
C1670,23,Female,Mumbai,Bachelor's,100k-200k,54148.98,Basic,8,17
C1671,35,Female,Delhi,High School,100k-200k,43978.77,Platinum,28,10
C1672,39,Male,Ahmedabad,Bachelor's,100k-200k,59977.32,Gold,6,17
C1673,64,Female,Bangalore,Master's,100k-200k,48391.66,Platinum,33,17
C1674,29,Female,Mumbai,Bachelor's,100k-200k,28088.25,Platinum,16,8
C1675,39,Female,Hyderabad,High School,50k-100k,10426.64,Silver,14,1
C1676,33,Male,Pune,Bachelor's,50k-100k,11673.06,Gold,27,2
C1677,33,Female,Delhi,Master's,200k+,68469.13,Silver,22,22
C1678,35,Female,Delhi,Master's,25k-50k,5916.0,Basic,31,1
C1679,24,Male,Ahmedabad,Bachelor's,50k-100k,21552.22,Basic,25,7
C1680,43,Female,Ahmedabad,Bachelor's,25k-50k,6117.76,Platinum,15,1
C1681,45,Male,Delhi,Master's,100k-200k,43398.54,Gold,58,8
C1682,41,Female,Mumbai,Bachelor's,100k-200k,39015.48,Silver,23,12
C1683,40,Female,Bangalore,Master's,50k-100k,9756.11,Silver,2,3
C1684,52,Female,Ahmedabad,Bachelor's,50k-100k,17974.11,Silver,52,2
C1685,48,Female,Bangalore,Bachelor's,25k-50k,6133.72,Basic,11,2
C1686,20,Female,Delhi,PhD,50k-100k,13828.92,Basic,43,2
C1687,37,Male,Delhi,PhD,100k-200k,21780.6,Gold,20,2
C1688,47,Female,Ahmedabad,Master's,50k-100k,19102.73,Platinum,29,5
C1689,34,Male,Pune,Master's,200k+,86439.86,Gold,48,26
C1690,21,Female,Ahmedabad,Bachelor's,<25k,3712.25,Basic,53,1
C1691,37,Other,Ahmedabad,Master's,50k-100k,17474.18,Gold,35,4
C1692,18,Male,Mumbai,Bachelor's,25k-50k,9466.54,Silver,17,2
C1693,32,Male,Ahmedabad,PhD,25k-50k,9861.69,Silver,51,2
C1694,31,Female,Kolkata,Master's,50k-100k,20924.86,Basic,56,3
C1695,39,Male,Chennai,Master's,100k-200k,43301.39,Gold,23,8
C1696,21,Other,Delhi,Bachelor's,25k-50k,7642.17,Basic,44,4
C1697,29,Female,Pune,Master's,100k-200k,31187.37,Gold,20,5
C1698,31,Female,Pune,Master's,100k-200k,39730.13,Basic,55,5
C1699,37,Female,Pune,Master's,25k-50k,7561.16,Platinum,19,2
C1700,21,Female,Bangalore,Bachelor's,<25k,2355.81,Silver,1,1
C1701,56,Female,Bangalore,High School,50k-100k,12691.18,Platinum,7,1
C1702,46,Female,Chennai,Bachelor's,50k-100k,22223.07,Basic,26,3
C1703,48,Male,Bangalore,Bachelor's,100k-200k,41090.18,Platinum,47,7
C1704,34,Female,Delhi,PhD,50k-100k,16663.68,Basic,31,4
C1705,50,Male,Kolkata,High School,25k-50k,5932.06,Basic,51,2
C1706,21,Male,Delhi,Bachelor's,<25k,3508.83,Silver,40,1
C1707,31,Female,Delhi,Bachelor's,25k-50k,8436.7,Gold,35,2
C1708,18,Male,Bangalore,Master's,100k-200k,43678.89,Gold,55,14
C1709,24,Male,Delhi,Master's,100k-200k,42394.38,Platinum,9,6
C1710,25,Male,Kolkata,High School,100k-200k,26126.96,Silver,48,5
C1711,28,Male,Pune,Master's,25k-50k,7716.3,Basic,56,1
C1712,18,Male,Delhi,Bachelor's,50k-100k,11540.29,Silver,52,3
C1713,46,Female,Chennai,Bachelor's,50k-100k,23036.77,Silver,16,5
C1714,34,Other,Bangalore,Bachelor's,100k-200k,25949.63,Silver,11,3
C1715,33,Female,Mumbai,High School,25k-50k,6325.73,Basic,54,1
C1716,60,Female,Mumbai,Master's,100k-200k,11395.46,Silver,32,4
C1717,22,Female,Delhi,Bachelor's,50k-100k,21644.29,Silver,37,10
